type,load,efficiency,is_synthetic
G,1.0,73.63,0
D,1.6,78.25,0
B,2.0,79.03,0
K,0.9,75.99,0
J,1.3,80.65,0
K,1.3,81.3,0
H,1.4,81.71,0
H,2.3,85.91,0
B,1.1,70.65,0
H,0.5,64.35,0
H,2.2,85.66,0
H,2.9,86.89,0
G,1.4,79.38,0
J,0.8,72.16,0
G,2.3,84.32,0
H,0.5,64.02,0
H,1.5,81.82,0
B,0.8,64.49,0
K,0.9,76.59,0
K,1.9,85.3,0
K,2.3,86.36,0
E,3.0,84.19,0
K,2.0,85.34,0
H,1.3,80.58,0
K,1.5,82.79,0
J,2.2,85.6,0
H,2.4,86.15,0
A,0.7,41.4,0
J,0.7,70.2,0
K,0.9,76.02,0
G,1.8,81.42,0
H,0.7,71.71,0
A,0.6,37.87,0
D,1.1,73.19,0
K,2.3,86.24,0
K,1.0,77.93,0
J,2.1,85.82,0
K,2.7,87.22,0
B,1.8,77.99,0
E,0.6,61.63,0
K,3.0,87.47,0
K,2.1,85.68,0
G,1.0,73.7,0
E,1.2,75.43,0
J,2.4,86.02,0
H,0.9,75.76,0
B,1.0,70.09,0
H,0.5,64.18,0
K,0.6,68.76,0
K,0.8,73.95,0
K,0.9,76.02,0
K,2.9,87.3,0
K,2.5,87.07,0
I,2.5,85.25,0
K,2.9,87.59,0
K,2.4,86.66,0
J,0.8,73.96,0
E,2.0,81.13,0
K,2.1,84.7,0
H,2.1,85.35,0
J,2.8,87.2,0
J,1.5,82.43,0
H,0.9,75.21,0
I,2.2,84.79,0
D,2.2,81.0,0
D,2.4,81.82,0
D,2.2,81.32,0
K,1.4,82.03,0
E,1.6,79.25,0
K,2.5,86.86,0
K,2.0,85.22,0
B,1.8,78.4,0
K,1.5,82.7,0
J,0.6,67.39,0
H,2.5,86.25,0
H,1.8,84.74,0
D,2.6,82.77,0
G,1.9,82.28,0
A,1.8,62.95,0
H,1.3,80.64,0
J,2.5,86.35,0
G,0.9,72.45,0
K,2.0,85.31,0
H,2.4,86.1,0
B,1.6,77.11,0
H,1.2,79.72,0
K,2.0,85.62,0
J,1.6,83.51,0
B,2.1,79.44,0
D,1.6,79.09,0
K,0.8,75.08,0
J,1.3,80.3,0
D,0.6,61.65,0
E,1.5,78.03,0
H,2.7,86.32,0
G,2.8,85.21,0
G,2.2,83.97,0
E,0.9,70.47,0
G,2.4,84.64,0
K,1.9,84.78,0
H,3.0,87.2,0
K,0.5,65.25,0
D,0.9,69.91,0
J,2.2,85.94,0
H,1.4,81.62,0
K,2.3,86.17,0
H,2.7,86.78,0
D,1.0,71.35,0
K,2.0,85.59,0
G,2.0,82.78,0
J,2.7,87.03,0
J,3.0,87.15,0
H,2.1,84.6,0
K,2.7,86.96,0
G,2.8,85.44,0
J,2.2,85.5,0
E,0.6,62.22,0
H,1.4,81.32,0
J,3.0,86.94,0
G,1.3,77.76,0
E,1.9,80.59,0
H,2.9,87.07,0
G,2.9,85.63,0
J,1.2,79.05,0
K,2.8,87.35,0
B,1.3,73.6,0
E,0.5,58.44,0
D,0.7,63.73,0
D,2.6,82.66,0
E,0.5,58.41,0
B,2.8,82.09,0
B,2.9,81.99,0
H,1.6,83.1,0
B,2.0,79.04,0
K,1.7,82.95,0
D,2.0,80.45,0
H,3.0,87.13,0
K,0.6,69.54,0
I,2.4,85.18,0
H,2.6,86.61,0
K,2.9,87.52,0
H,2.6,86.42,0
H,2.8,86.78,0
E,1.6,79.53,0
H,0.9,75.44,0
J,1.6,83.14,0
A,1.4000000000000001,60.82446250326853,1
A,1.9000000000000001,64.7104384758034,1
A,2.8000000000000003,70.5166803960477,1
A,2.3000000000000003,65.60261736459734,1
A,2.8000000000000003,70.58812749570937,1
A,2.4000000000000004,68.43325363215462,1
A,1.3,55.898605553204156,1
A,1.8,61.87654081291363,1
A,0.7000000000000001,39.38652739575823,1
A,1.8,64.85772890766935,1
A,2.7,69.31315802836694,1
A,2.8000000000000003,71.06744039028432,1
A,1.5,60.432078071965684,1
A,0.8,43.06729876967113,1
A,1.7000000000000002,64.4326638170998,1
A,2.3000000000000003,64.81489094926252,1
A,0.9,50.27849810049412,1
A,1.5,58.278853079460305,1
A,1.8,63.857782263633354,1
A,1.7000000000000002,63.10497515667538,1
A,1.7000000000000002,62.50103140800948,1
A,0.9,45.69895611302438,1
A,0.7000000000000001,42.12992019059574,1
A,1.8,64.26613434437311,1
A,0.6000000000000001,39.96553455859954,1
A,2.4000000000000004,67.99635111634701,1
A,1.4000000000000001,60.51763638956798,1
A,1.0,47.74888961377787,1
A,1.2000000000000002,58.40684677901805,1
A,1.1,54.359545918421716,1
A,2.1,66.23919396561514,1
A,0.8,42.32701351247575,1
A,0.6000000000000001,38.71283950967599,1
A,0.8,43.10170018191386,1
A,1.3,56.616878255029576,1
A,2.7,71.2876000409366,1
A,1.3,55.71533370596943,1
A,1.9000000000000001,64.39907200986927,1
A,2.4000000000000004,68.92586269641814,1
A,1.0,48.85751308740059,1
A,1.7000000000000002,63.01758452167516,1
A,1.9000000000000001,64.72765093480992,1
A,2.4000000000000004,68.22458861194096,1
A,2.1,64.61680603435734,1
B,1.0,69.9322082948114,1
B,2.5,80.93549704345669,1
C,1.0,69.91782553896056,1
C,2.0,71.89815904887875,1
C,2.2,74.26954348658798,1
C,0.6000000000000001,60.49117203508824,1
C,2.4000000000000004,81.59156005226134,1
C,2.1,73.75685860432385,1
C,0.8,61.19139964684583,1
C,2.1,79.98356271046575,1
C,2.9000000000000004,83.01487697159057,1
C,1.5,76.68734243988777,1
C,1.3,74.16455758210233,1
C,2.7,76.0270698494842,1
C,2.3000000000000003,81.49405334045841,1
C,2.9000000000000004,79.02643622940975,1
C,3.0,82.42652704455965,1
C,3.0,82.66081629365361,1
C,1.1,73.04283516632137,1
C,2.5,81.89977251832066,1
C,2.7,76.62901015968608,1
C,1.1,71.33285228842273,1
C,1.3,74.03223690089928,1
C,0.5,54.16484419247905,1
C,3.0,82.53301395312326,1
C,1.4000000000000001,69.18114641386781,1
C,2.3000000000000003,73.13782085273075,1
C,2.3000000000000003,81.36607541986386,1
C,0.6000000000000001,61.06222914943432,1
C,2.3000000000000003,75.48758796040111,1
C,2.9000000000000004,78.59608571220917,1
C,2.5,74.44795168586344,1
C,1.8,70.90140767394722,1
C,0.6000000000000001,61.35231606538758,1
C,2.9000000000000004,79.90985818867406,1
C,1.0,70.5418091180122,1
C,0.8,66.00930139024305,1
C,2.4000000000000004,74.19451147816572,1
C,2.2,76.067019637478,1
C,2.5,82.08638253125046,1
C,3.0,77.95870729386004,1
C,2.1,80.21061603765035,1
C,2.7,76.19948386845529,1
C,1.3,67.10241948832439,1
C,2.7,82.39295713492432,1
C,0.7000000000000001,64.77372042504064,1
C,0.7000000000000001,61.81830280336547,1
C,1.0,63.1976315704772,1
C,2.7,77.32124212756626,1
C,0.5,50.89483484312596,1
F,1.8,81.68494981969265,1
F,2.1,82.61279003437048,1
F,2.4000000000000004,83.68229878287418,1
F,2.3000000000000003,83.39798434305806,1
F,0.9,70.55652478364946,1
F,2.5,84.18246295214674,1
F,1.6,79.64450952597522,1
F,1.8,81.29376973992295,1
F,1.0,71.18061492526067,1
F,0.8,67.87313860677769,1
F,2.8000000000000003,84.49951110044816,1
F,1.8,82.06817837559653,1
F,0.8,70.16557284431431,1
F,2.2,83.36337007492274,1
F,1.1,75.13779651592195,1
F,3.0,84.9591351413259,1
F,2.5,84.22050145472076,1
F,3.0,85.23797630134226,1
F,2.6,84.1765526854754,1
F,1.5,78.919940465276,1
F,2.9000000000000004,85.22373467654643,1
F,1.7000000000000002,80.97282277656562,1
F,1.9000000000000001,81.7214298834907,1
F,1.0,71.26472647675477,1
F,0.9,70.37529987463509,1
F,2.7,84.81230221385259,1
F,1.4000000000000001,78.29300276615909,1
F,1.7000000000000002,80.72434990763503,1
F,2.3000000000000003,83.33535796134008,1
F,1.4000000000000001,78.79833161875403,1
F,0.8,69.7279883381119,1
F,2.7,84.63534540219334,1
F,1.5,78.33199146917305,1
F,1.9000000000000001,81.41215533301974,1
F,2.7,84.43713156027641,1
F,2.1,83.16729992032461,1
F,2.9000000000000004,84.79866538665097,1
F,1.9000000000000001,82.20744416591,1
F,2.4000000000000004,84.00674211519444,1
F,0.9,71.96128218182595,1
F,1.1,75.05894274473641,1
F,2.9000000000000004,85.54108823297834,1
F,0.6000000000000001,64.56473019731038,1
F,1.1,74.27611024804898,1
F,2.7,84.47432456007198,1
F,2.9000000000000004,85.16976373817508,1
F,1.1,74.62310604722799,1
F,1.4000000000000001,77.19508261088767,1
F,2.2,82.91236524807306,1
F,2.3000000000000003,83.51396902185694,1
F,2.5,83.95150466201494,1
F,2.9000000000000004,84.79603774308855,1
I,0.7000000000000001,69.38894285887912,1
I,3.0,87.20087472343097,1
I,2.9000000000000004,86.3321862515032,1
I,2.4000000000000004,85.78533469992279,1
I,3.0,87.19766257959006,1
I,2.1,84.68775791863341,1
I,2.7,85.96832602619082,1
I,3.0,87.15519428806925,1
I,2.8000000000000003,86.320787458696,1
I,1.9000000000000001,84.24958113497274,1
I,3.0,86.93950812613235,1
I,2.7,86.57181704584373,1
I,2.9000000000000004,86.82198733546994,1
I,1.0,75.42958592454069,1
I,2.8000000000000003,86.24670100042604,1
I,2.9000000000000004,86.3227199021795,1
I,1.3,78.6008310771869,1
I,0.8,74.03046730915857,1
I,1.9000000000000001,82.9900746171353,1
I,1.4000000000000001,80.78312596373209,1
I,3.0,87.26487037660776,1
I,1.6,81.7283984517975,1
I,3.0,87.1159134600438,1
I,0.8,74.263957590025,1
I,1.0,74.43601268659566,1
I,3.0,87.16368441661608,1
I,3.0,87.22138155049217,1
I,3.0,87.36238458540475,1
I,2.3000000000000003,85.07465377233224,1
I,3.0,86.94665769719046,1
I,2.5,85.79468103730304,1
I,3.0,86.80625356689904,1
I,1.6,82.08160996071516,1
I,2.6,85.70208080577748,1
I,2.1,84.42794519985303,1
I,0.6000000000000001,64.02778497272348,1
I,3.0,87.2819325311945,1
I,2.8000000000000003,86.74275979095741,1
I,3.0,87.46400469562771,1
I,2.2,84.38588702340235,1
I,0.5,64.57622394284562,1
I,3.0,87.08250165692775,1
I,2.9000000000000004,86.04317625372502,1
I,2.5,85.87186833591309,1
I,2.2,84.90386482629103,1
I,2.0,84.97633712865084,1
