type,load,efficiency,is_synthetic
G,1.0,73.63,0
D,1.6,78.25,0
B,2.0,79.03,0
K,0.9,75.99,0
J,1.3,80.65,0
K,1.3,81.3,0
H,1.4,81.71,0
H,2.3,85.91,0
B,1.1,70.65,0
H,0.5,64.35,0
H,2.2,85.66,0
H,2.9,86.89,0
G,1.4,79.38,0
J,0.8,72.16,0
G,2.3,84.32,0
H,0.5,64.02,0
H,1.5,81.82,0
B,0.8,64.49,0
K,0.9,76.59,0
K,1.9,85.3,0
K,2.3,86.36,0
E,3.0,84.19,0
K,2.0,85.34,0
H,1.3,80.58,0
K,1.5,82.79,0
J,2.2,85.6,0
H,2.4,86.15,0
A,0.7,41.4,0
J,0.7,70.2,0
K,0.9,76.02,0
G,1.8,81.42,0
H,0.7,71.71,0
A,0.6,37.87,0
D,1.1,73.19,0
K,2.3,86.24,0
K,1.0,77.93,0
J,2.1,85.82,0
K,2.7,87.22,0
B,1.8,77.99,0
E,0.6,61.63,0
K,3.0,87.47,0
K,2.1,85.68,0
G,1.0,73.7,0
E,1.2,75.43,0
J,2.4,86.02,0
H,0.9,75.76,0
B,1.0,70.09,0
H,0.5,64.18,0
K,0.6,68.76,0
K,0.8,73.95,0
K,0.9,76.02,0
K,2.9,87.3,0
K,2.5,87.07,0
I,2.5,85.25,0
K,2.9,87.59,0
K,2.4,86.66,0
J,0.8,73.96,0
E,2.0,81.13,0
K,2.1,84.7,0
H,2.1,85.35,0
J,2.8,87.2,0
J,1.5,82.43,0
H,0.9,75.21,0
I,2.2,84.79,0
D,2.2,81.0,0
D,2.4,81.82,0
D,2.2,81.32,0
K,1.4,82.03,0
E,1.6,79.25,0
K,2.5,86.86,0
K,2.0,85.22,0
B,1.8,78.4,0
K,1.5,82.7,0
J,0.6,67.39,0
H,2.5,86.25,0
H,1.8,84.74,0
D,2.6,82.77,0
G,1.9,82.28,0
A,1.8,62.95,0
H,1.3,80.64,0
J,2.5,86.35,0
G,0.9,72.45,0
K,2.0,85.31,0
H,2.4,86.1,0
B,1.6,77.11,0
H,1.2,79.72,0
K,2.0,85.62,0
J,1.6,83.51,0
B,2.1,79.44,0
D,1.6,79.09,0
K,0.8,75.08,0
J,1.3,80.3,0
D,0.6,61.65,0
E,1.5,78.03,0
H,2.7,86.32,0
G,2.8,85.21,0
G,2.2,83.97,0
E,0.9,70.47,0
G,2.4,84.64,0
K,1.9,84.78,0
H,3.0,87.2,0
K,0.5,65.25,0
D,0.9,69.91,0
J,2.2,85.94,0
H,1.4,81.62,0
K,2.3,86.17,0
H,2.7,86.78,0
D,1.0,71.35,0
K,2.0,85.59,0
G,2.0,82.78,0
J,2.7,87.03,0
J,3.0,87.15,0
H,2.1,84.6,0
K,2.7,86.96,0
G,2.8,85.44,0
J,2.2,85.5,0
E,0.6,62.22,0
H,1.4,81.32,0
J,3.0,86.94,0
G,1.3,77.76,0
E,1.9,80.59,0
H,2.9,87.07,0
G,2.9,85.63,0
J,1.2,79.05,0
K,2.8,87.35,0
B,1.3,73.6,0
E,0.5,58.44,0
D,0.7,63.73,0
D,2.6,82.66,0
E,0.5,58.41,0
B,2.8,82.09,0
B,2.9,81.99,0
H,1.6,83.1,0
B,2.0,79.04,0
K,1.7,82.95,0
D,2.0,80.45,0
H,3.0,87.13,0
K,0.6,69.54,0
I,2.4,85.18,0
H,2.6,86.61,0
K,2.9,87.52,0
H,2.6,86.42,0
H,2.8,86.78,0
E,1.6,79.53,0
H,0.9,75.44,0
J,1.6,83.14,0
A,0.8028393387794495,45.74538803100586,1
A,0.7394198179244995,50.41559600830078,1
A,0.8432189226150513,46.096126556396484,1
A,1.092286229133606,54.10884094238281,1
A,0.8958674073219299,47.22856140136719,1
A,1.1006463766098022,50.55842590332031,1
A,0.7968803644180298,45.589073181152344,1
A,0.8044182658195496,45.53488540649414,1
A,1.1101601123809814,50.95530700683594,1
A,0.8613020777702332,46.90401840209961,1
A,0.7827979326248169,54.06911849975586,1
A,0.9840112328529358,49.62727737426758,1
A,0.835629403591156,46.047054290771484,1
A,0.8231988549232483,46.26069641113281,1
A,1.1063512563705444,66.31561279296875,1
A,0.7362006902694702,49.12941360473633,1
A,1.4163169860839844,63.32082748413086,1
A,1.7121672630310059,65.30552673339844,1
A,1.207854986190796,63.408199310302734,1
A,0.860805869102478,46.93192672729492,1
A,1.1711026430130005,58.40925979614258,1
A,0.8416728973388672,46.77982711791992,1
A,1.1110910177230835,59.510154724121094,1
A,0.8474283814430237,46.133934020996094,1
A,1.210904836654663,60.3770751953125,1
A,1.0393929481506348,57.902183532714844,1
A,0.9221153259277344,48.48021697998047,1
A,0.9268513917922974,47.24869155883789,1
A,0.7920807003974915,45.631343841552734,1
A,1.125077724456787,66.47745513916016,1
A,1.0553659200668335,49.53070068359375,1
A,1.0328238010406494,58.212623596191406,1
A,0.8082938194274902,45.507179260253906,1
A,1.1266570091247559,56.78990936279297,1
A,0.8778471946716309,46.91888427734375,1
A,1.0819743871688843,61.876136779785156,1
A,1.2330783605575562,54.15122985839844,1
A,0.9056910872459412,49.56362533569336,1
A,0.8536186814308167,50.05044937133789,1
A,0.8013046979904175,45.55713653564453,1
A,0.8279922008514404,46.97339630126953,1
A,1.05228590965271,65.11107635498047,1
A,0.9692552089691162,61.21649932861328,1
A,1.1058638095855713,50.70806121826172,1
B,2.9505882263183594,82.00365447998047,1
B,2.2060840129852295,77.6421890258789,1
C,3.1085336208343506,77.20350646972656,1
C,2.8349695205688477,81.05970001220703,1
C,3.1314709186553955,77.18350982666016,1
C,3.0849239826202393,77.89935302734375,1
C,3.1027050018310547,77.47122955322266,1
C,3.09497332572937,77.73176574707031,1
C,3.1012115478515625,78.6064224243164,1
C,3.086116075515747,76.97969055175781,1
C,2.8213119506835938,81.08269500732422,1
C,3.0940513610839844,77.70684814453125,1
C,3.0937788486480713,77.67196655273438,1
C,3.0946083068847656,77.46946716308594,1
C,3.094618797302246,78.5780029296875,1
C,3.117638111114502,77.65404510498047,1
C,3.0698695182800293,77.97101593017578,1
C,2.9799139499664307,77.5365982055664,1
C,3.1404006481170654,77.18671417236328,1
C,3.1012656688690186,77.4375,1
C,3.0565590858459473,73.60226440429688,1
C,3.0852391719818115,77.73430633544922,1
C,3.072263717651367,77.81315612792969,1
C,3.1021716594696045,77.31046295166016,1
C,3.1205320358276367,78.22599792480469,1
C,3.0808916091918945,78.66670227050781,1
C,3.0736961364746094,77.79619598388672,1
C,3.146355628967285,77.17122650146484,1
C,2.943753957748413,80.25141143798828,1
C,3.158104419708252,77.14842987060547,1
C,3.080814838409424,77.07105255126953,1
C,3.1520440578460693,77.13674926757812,1
C,3.1090970039367676,77.35880279541016,1
C,3.125872850418091,77.33765411376953,1
C,3.155951976776123,77.09192657470703,1
C,3.157438039779663,76.94720458984375,1
C,3.1005401611328125,77.62957763671875,1
C,3.077630043029785,78.2367935180664,1
C,3.0865697860717773,77.73435974121094,1
C,3.1283581256866455,77.51123046875,1
C,2.945373296737671,75.41249084472656,1
C,2.7874042987823486,81.49283599853516,1
C,2.873487949371338,80.81580352783203,1
C,3.096431255340576,77.64013671875,1
C,3.109893321990967,77.32967376708984,1
C,3.155613422393799,76.68527221679688,1
C,3.0790140628814697,77.75104522705078,1
C,3.1024160385131836,77.48025512695312,1
C,3.099453926086426,78.6509017944336,1
C,3.1090002059936523,77.38236999511719,1
F,2.13726806640625,82.90670776367188,1
F,1.964232325553894,81.2049789428711,1
F,2.3055810928344727,84.44710540771484,1
F,2.061925172805786,82.49494171142578,1
F,2.3296265602111816,84.61223602294922,1
F,2.3908069133758545,84.81726837158203,1
F,2.1688952445983887,83.43441772460938,1
F,1.9969218969345093,81.37906646728516,1
F,1.986433982849121,80.86351776123047,1
F,1.9584407806396484,81.15923309326172,1
F,1.9410367012023926,81.11909484863281,1
F,2.0149121284484863,82.10179138183594,1
F,2.1782400608062744,83.20353698730469,1
F,2.278434991836548,84.46463012695312,1
F,2.066309928894043,82.2616958618164,1
F,2.0016911029815674,81.39768981933594,1
F,2.3263959884643555,85.12733459472656,1
F,2.2221970558166504,83.7638168334961,1
F,2.438316822052002,83.83953094482422,1
F,1.9816244840621948,81.5071029663086,1
F,2.411770820617676,84.4482421875,1
F,2.057053565979004,82.17664337158203,1
F,2.0735394954681396,82.43180084228516,1
F,2.212071418762207,83.77619934082031,1
F,2.104545831680298,82.70574951171875,1
F,2.502786874771118,83.87001037597656,1
F,2.1854491233825684,83.44940185546875,1
F,1.9443120956420898,81.03668975830078,1
F,2.347083330154419,84.76519775390625,1
F,2.3025128841400146,84.45140075683594,1
F,2.424483060836792,84.76790618896484,1
F,1.9447380304336548,80.89232635498047,1
F,2.3695003986358643,84.99263000488281,1
F,2.3300955295562744,85.12129211425781,1
F,2.0357422828674316,81.43389129638672,1
F,2.0014703273773193,81.44144439697266,1
F,1.9932037591934204,81.77701568603516,1
F,2.091172933578491,82.67805480957031,1
F,2.3166632652282715,84.92365264892578,1
F,2.027667760848999,81.78596496582031,1
F,1.9468252658843994,80.85184478759766,1
F,2.294497013092041,84.37373352050781,1
F,1.9990016222000122,81.51390838623047,1
F,1.9933631420135498,81.54841613769531,1
F,2.3837170600891113,85.46060180664062,1
F,1.9759130477905273,81.43879699707031,1
F,2.3461644649505615,84.92290496826172,1
F,1.9477736949920654,81.13863372802734,1
F,2.2025961875915527,83.62178802490234,1
F,1.9801570177078247,81.71482849121094,1
F,2.2023448944091797,83.67347717285156,1
F,2.3781449794769287,84.93817901611328,1
I,1.577129602432251,80.14752960205078,1
I,1.6501379013061523,79.88519287109375,1
I,1.6489732265472412,79.93414306640625,1
I,1.6482062339782715,79.8790054321289,1
I,1.618372917175293,80.03935241699219,1
I,1.6346368789672852,79.95886993408203,1
I,1.6358654499053955,79.9355697631836,1
I,1.5822632312774658,80.12637329101562,1
I,1.6058605909347534,80.05908966064453,1
I,1.6273409128189087,79.97672271728516,1
I,1.6383849382400513,79.95906066894531,1
I,1.5770525932312012,80.16724395751953,1
I,1.6057467460632324,80.08638000488281,1
I,1.6432594060897827,79.92263793945312,1
I,1.611769199371338,80.03960418701172,1
I,1.6349689960479736,79.95014190673828,1
I,1.62392258644104,79.9711685180664,1
I,1.6281156539916992,79.93070983886719,1
I,1.6034574508666992,80.02223205566406,1
I,1.6380562782287598,79.94892120361328,1
I,1.6330671310424805,79.94132995605469,1
I,1.5920050144195557,80.15056610107422,1
I,1.5367836952209473,80.55061340332031,1
I,1.5567981004714966,80.3141098022461,1
I,1.64574134349823,79.95086669921875,1
I,1.536410927772522,80.49871063232422,1
I,1.4779115915298462,81.2170639038086,1
I,1.6249607801437378,79.94830322265625,1
I,1.5945744514465332,80.10404968261719,1
I,1.5768741369247437,80.1480712890625,1
I,1.6369444131851196,79.97187805175781,1
I,1.5794621706008911,80.12834930419922,1
I,1.6153897047042847,80.0915756225586,1
I,1.600488543510437,80.03360748291016,1
I,1.629347801208496,79.97998046875,1
I,1.639550805091858,79.92381286621094,1
I,1.6327290534973145,79.96372985839844,1
I,1.6454325914382935,79.88483428955078,1
I,1.5493788719177246,80.33960723876953,1
I,1.5763473510742188,80.1708984375,1
I,1.6015435457229614,80.0704116821289,1
I,1.6262282133102417,79.9630126953125,1
I,1.616631031036377,79.95598602294922,1
I,1.5161688327789307,80.725830078125,1
I,1.6135923862457275,80.0388412475586,1
I,1.609904170036316,80.04530334472656,1
