type,load,efficiency,is_synthetic
G,1.0,73.63,0
D,1.6,78.25,0
B,2.0,79.03,0
K,0.9,75.99,0
J,1.3,80.65,0
K,1.3,81.3,0
H,1.4,81.71,0
H,2.3,85.91,0
B,1.1,70.65,0
H,0.5,64.35,0
H,2.2,85.66,0
H,2.9,86.89,0
G,1.4,79.38,0
J,0.8,72.16,0
G,2.3,84.32,0
H,0.5,64.02,0
H,1.5,81.82,0
B,0.8,64.49,0
K,0.9,76.59,0
K,1.9,85.3,0
K,2.3,86.36,0
E,3.0,84.19,0
K,2.0,85.34,0
H,1.3,80.58,0
K,1.5,82.79,0
J,2.2,85.6,0
H,2.4,86.15,0
A,0.7,41.4,0
J,0.7,70.2,0
K,0.9,76.02,0
G,1.8,81.42,0
H,0.7,71.71,0
A,0.6,37.87,0
D,1.1,73.19,0
K,2.3,86.24,0
K,1.0,77.93,0
J,2.1,85.82,0
K,2.7,87.22,0
B,1.8,77.99,0
E,0.6,61.63,0
K,3.0,87.47,0
K,2.1,85.68,0
G,1.0,73.7,0
E,1.2,75.43,0
J,2.4,86.02,0
H,0.9,75.76,0
B,1.0,70.09,0
H,0.5,64.18,0
K,0.6,68.76,0
K,0.8,73.95,0
K,0.9,76.02,0
K,2.9,87.3,0
K,2.5,87.07,0
I,2.5,85.25,0
K,2.9,87.59,0
K,2.4,86.66,0
J,0.8,73.96,0
E,2.0,81.13,0
K,2.1,84.7,0
H,2.1,85.35,0
J,2.8,87.2,0
J,1.5,82.43,0
H,0.9,75.21,0
I,2.2,84.79,0
D,2.2,81.0,0
D,2.4,81.82,0
D,2.2,81.32,0
K,1.4,82.03,0
E,1.6,79.25,0
K,2.5,86.86,0
K,2.0,85.22,0
B,1.8,78.4,0
K,1.5,82.7,0
J,0.6,67.39,0
H,2.5,86.25,0
H,1.8,84.74,0
D,2.6,82.77,0
G,1.9,82.28,0
A,1.8,62.95,0
H,1.3,80.64,0
J,2.5,86.35,0
G,0.9,72.45,0
K,2.0,85.31,0
H,2.4,86.1,0
B,1.6,77.11,0
H,1.2,79.72,0
K,2.0,85.62,0
J,1.6,83.51,0
B,2.1,79.44,0
D,1.6,79.09,0
K,0.8,75.08,0
J,1.3,80.3,0
D,0.6,61.65,0
E,1.5,78.03,0
H,2.7,86.32,0
G,2.8,85.21,0
G,2.2,83.97,0
E,0.9,70.47,0
G,2.4,84.64,0
K,1.9,84.78,0
H,3.0,87.2,0
K,0.5,65.25,0
D,0.9,69.91,0
J,2.2,85.94,0
H,1.4,81.62,0
K,2.3,86.17,0
H,2.7,86.78,0
D,1.0,71.35,0
K,2.0,85.59,0
G,2.0,82.78,0
J,2.7,87.03,0
J,3.0,87.15,0
H,2.1,84.6,0
K,2.7,86.96,0
G,2.8,85.44,0
J,2.2,85.5,0
E,0.6,62.22,0
H,1.4,81.32,0
J,3.0,86.94,0
G,1.3,77.76,0
E,1.9,80.59,0
H,2.9,87.07,0
G,2.9,85.63,0
J,1.2,79.05,0
K,2.8,87.35,0
B,1.3,73.6,0
E,0.5,58.44,0
D,0.7,63.73,0
D,2.6,82.66,0
E,0.5,58.41,0
B,2.8,82.09,0
B,2.9,81.99,0
H,1.6,83.1,0
B,2.0,79.04,0
K,1.7,82.95,0
D,2.0,80.45,0
H,3.0,87.13,0
K,0.6,69.54,0
I,2.4,85.18,0
H,2.6,86.61,0
K,2.9,87.52,0
H,2.6,86.42,0
H,2.8,86.78,0
E,1.6,79.53,0
H,0.9,75.44,0
J,1.6,83.14,0
A,0.8,40.93,1
A,0.7,47.46,1
A,2.4,69.06,1
A,2.6,70.52,1
A,0.5,54.11,1
A,1.8,66.93,1
A,0.7,67.98,1
A,0.9,66.9,1
A,2.4,61.63,1
A,0.9,56.57,1
A,1.0,72.29,1
A,0.6,65.93,1
A,1.9,62.98,1
A,0.6,60.4,1
A,1.8,81.68,1
A,2.0,71.14,1
A,0.5,57.77,1
A,2.2,71.66,1
A,2.6,68.29,1
A,2.2,85.42,1
A,0.8,68.6,1
A,1.3,71.71,1
A,2.8,75.01,1
A,1.0,73.74,1
A,0.9,49.24,1
A,0.8,58.95,1
A,0.7,63.93,1
A,0.6,54.54,1
A,2.7,53.37,1
A,0.9,44.91,1
A,2.5,70.71,1
A,0.9,69.6,1
A,0.9,57.95,1
A,0.9,67.44,1
A,2.0,65.35,1
A,1.7,72.87,1
A,1.8,63.58,1
A,2.5,84.53,1
A,0.5,59.99,1
A,1.5,65.53,1
A,0.9,59.9,1
A,0.5,67.84,1
A,1.1,69.42,1
A,2.8,72.32,1
B,1.2,74.32,1
B,1.7,73.11,1
C,1.1,68.06,1
C,1.6,77.68,1
C,0.9,75.15,1
C,2.6,75.26,1
C,0.9,70.42,1
C,1.7,73.99,1
C,2.0,69.98,1
C,0.5,56.85,1
C,1.9,63.92,1
C,2.5,79.01,1
C,0.7,77.29,1
C,2.6,75.09,1
C,2.9,77.58,1
C,1.7,65.89,1
C,0.7,60.46,1
C,1.4,74.65,1
C,1.7,75.52,1
C,2.1,79.35,1
C,1.0,63.68,1
C,0.6,54.86,1
C,2.4,81.11,1
C,1.2,64.96,1
C,2.9,86.9,1
C,1.5,62.21,1
C,1.0,74.07,1
C,1.8,73.52,1
C,1.0,73.2,1
C,1.6,76.96,1
C,0.7,73.5,1
C,1.9,73.03,1
C,2.6,84.71,1
C,2.8,78.48,1
C,0.8,58.2,1
C,0.7,60.26,1
C,2.1,74.84,1
C,2.6,80.83,1
C,0.8,53.83,1
C,1.1,69.94,1
C,1.8,66.87,1
C,1.6,69.97,1
C,0.6,64.16,1
C,1.4,75.63,1
C,0.6,61.87,1
C,2.2,81.1,1
C,1.9,76.95,1
C,2.7,75.32,1
C,0.8,76.5,1
C,1.7,73.14,1
F,2.0,82.16,1
F,3.0,85.53,1
F,1.8,81.89,1
F,2.5,84.6,1
F,1.3,72.41,1
F,2.8,85.17,1
F,1.1,78.07,1
F,1.8,83.55,1
F,2.6,83.8,1
F,1.9,81.5,1
F,1.9,82.54,1
F,2.2,83.21,1
F,2.6,82.98,1
F,3.0,85.7,1
F,0.8,71.71,1
F,2.0,85.13,1
F,1.0,44.32,1
F,2.7,84.52,1
F,1.8,82.59,1
F,2.3,84.78,1
F,1.2,49.56,1
F,2.6,85.08,1
F,1.4,80.11,1
F,2.2,84.23,1
F,2.2,82.99,1
F,0.9,73.56,1
F,1.2,79.29,1
F,2.8,84.21,1
F,2.5,84.3,1
F,0.8,76.36,1
F,1.9,81.58,1
F,2.0,80.2,1
F,0.9,85.16,1
F,1.7,81.88,1
F,1.0,76.11,1
F,0.7,64.27,1
F,2.4,83.91,1
F,2.1,83.64,1
F,1.7,80.46,1
F,2.2,83.05,1
F,0.9,69.74,1
F,0.8,65.11,1
F,1.9,82.31,1
F,0.6,61.51,1
F,1.6,81.02,1
F,1.6,80.07,1
F,2.2,85.95,1
F,2.3,83.19,1
F,1.0,84.67,1
F,1.9,82.62,1
F,2.8,83.59,1
F,1.1,77.86,1
I,2.8,85.76,1
I,0.8,69.62,1
I,1.1,76.32,1
I,2.6,85.43,1
I,0.8,72.34,1
I,0.7,85.67,1
I,0.8,69.08,1
I,1.0,75.42,1
I,2.5,84.33,1
I,0.8,75.2,1
I,0.7,66.98,1
I,0.7,66.7,1
I,0.5,61.72,1
I,2.5,85.62,1
I,2.4,84.81,1
I,2.6,85.47,1
I,1.3,77.11,1
I,2.3,85.6,1
I,2.9,75.59,1
I,2.6,66.24,1
I,0.7,71.81,1
I,2.0,84.67,1
I,0.7,67.89,1
I,2.3,84.4,1
I,0.7,63.64,1
I,2.6,85.65,1
I,0.9,71.93,1
I,2.1,84.5,1
I,2.1,83.72,1
I,2.4,85.18,1
I,0.8,70.73,1
I,0.6,69.0,1
I,0.5,63.46,1
I,1.0,76.94,1
I,1.4,79.75,1
I,0.7,84.11,1
I,2.7,71.67,1
I,2.6,85.88,1
I,1.1,75.52,1
I,2.1,84.37,1
I,2.8,86.18,1
I,0.8,84.52,1
I,1.7,82.76,1
I,2.6,84.04,1
I,1.2,75.45,1
I,0.8,65.42,1
