type,load,efficiency,is_synthetic
G,1.0,73.63,0
D,1.6,78.25,0
B,2.0,79.03,0
K,0.9,75.99,0
J,1.3,80.65,0
K,1.3,81.3,0
H,1.4,81.71,0
H,2.3,85.91,0
B,1.1,70.65,0
H,0.5,64.35,0
H,2.2,85.66,0
H,2.9,86.89,0
G,1.4,79.38,0
J,0.8,72.16,0
G,2.3,84.32,0
H,0.5,64.02,0
H,1.5,81.82,0
B,0.8,64.49,0
K,0.9,76.59,0
K,1.9,85.3,0
K,2.3,86.36,0
E,3.0,84.19,0
K,2.0,85.34,0
H,1.3,80.58,0
K,1.5,82.79,0
J,2.2,85.6,0
H,2.4,86.15,0
A,0.7,41.4,0
J,0.7,70.2,0
K,0.9,76.02,0
G,1.8,81.42,0
H,0.7,71.71,0
A,0.6,37.87,0
D,1.1,73.19,0
K,2.3,86.24,0
K,1.0,77.93,0
J,2.1,85.82,0
K,2.7,87.22,0
B,1.8,77.99,0
E,0.6,61.63,0
K,3.0,87.47,0
K,2.1,85.68,0
G,1.0,73.7,0
E,1.2,75.43,0
J,2.4,86.02,0
H,0.9,75.76,0
B,1.0,70.09,0
H,0.5,64.18,0
K,0.6,68.76,0
K,0.8,73.95,0
K,0.9,76.02,0
K,2.9,87.3,0
K,2.5,87.07,0
I,2.5,85.25,0
K,2.9,87.59,0
K,2.4,86.66,0
J,0.8,73.96,0
E,2.0,81.13,0
K,2.1,84.7,0
H,2.1,85.35,0
J,2.8,87.2,0
J,1.5,82.43,0
H,0.9,75.21,0
I,2.2,84.79,0
D,2.2,81.0,0
D,2.4,81.82,0
D,2.2,81.32,0
K,1.4,82.03,0
E,1.6,79.25,0
K,2.5,86.86,0
K,2.0,85.22,0
B,1.8,78.4,0
K,1.5,82.7,0
J,0.6,67.39,0
H,2.5,86.25,0
H,1.8,84.74,0
D,2.6,82.77,0
G,1.9,82.28,0
A,1.8,62.95,0
H,1.3,80.64,0
J,2.5,86.35,0
G,0.9,72.45,0
K,2.0,85.31,0
H,2.4,86.1,0
B,1.6,77.11,0
H,1.2,79.72,0
K,2.0,85.62,0
J,1.6,83.51,0
B,2.1,79.44,0
D,1.6,79.09,0
K,0.8,75.08,0
J,1.3,80.3,0
D,0.6,61.65,0
E,1.5,78.03,0
H,2.7,86.32,0
G,2.8,85.21,0
G,2.2,83.97,0
E,0.9,70.47,0
G,2.4,84.64,0
K,1.9,84.78,0
H,3.0,87.2,0
K,0.5,65.25,0
D,0.9,69.91,0
J,2.2,85.94,0
H,1.4,81.62,0
K,2.3,86.17,0
H,2.7,86.78,0
D,1.0,71.35,0
K,2.0,85.59,0
G,2.0,82.78,0
J,2.7,87.03,0
J,3.0,87.15,0
H,2.1,84.6,0
K,2.7,86.96,0
G,2.8,85.44,0
J,2.2,85.5,0
E,0.6,62.22,0
H,1.4,81.32,0
J,3.0,86.94,0
G,1.3,77.76,0
E,1.9,80.59,0
H,2.9,87.07,0
G,2.9,85.63,0
J,1.2,79.05,0
K,2.8,87.35,0
B,1.3,73.6,0
E,0.5,58.44,0
D,0.7,63.73,0
D,2.6,82.66,0
E,0.5,58.41,0
B,2.8,82.09,0
B,2.9,81.99,0
H,1.6,83.1,0
B,2.0,79.04,0
K,1.7,82.95,0
D,2.0,80.45,0
H,3.0,87.13,0
K,0.6,69.54,0
I,2.4,85.18,0
H,2.6,86.61,0
K,2.9,87.52,0
H,2.6,86.42,0
H,2.8,86.78,0
E,1.6,79.53,0
H,0.9,75.44,0
J,1.6,83.14,0
A,0.6295807814391222,38.85757291895526,1
A,2.1901074182584646,65.81114396565164,1
A,2.4,65.15271079066792,1
A,0.8,42.56477203577926,1
A,1.1,53.317914461724655,1
A,0.8,43.288394207215816,1
A,1.59683193917307,61.370447034822156,1
A,1.3,54.98754868512849,1
A,0.9636662991733738,53.88378267159433,1
A,1.0946297819618442,56.42966192121213,1
A,2.716283956576151,69.30748096223694,1
A,0.8470175057235519,44.37683998338954,1
A,0.6,39.18003594751452,1
A,2.924128504824538,72.16620136549457,1
A,1.67378718201529,63.61725875753266,1
A,1.9,64.28317883084704,1
A,1.9992998687746155,64.9309543588207,1
A,2.2140695670092523,64.91279145479139,1
A,1.3,61.499587721416056,1
A,0.908990653972594,51.55084962249235,1
A,1.9373403974614454,63.72350930851061,1
A,2.1207314790852725,64.40216855050927,1
A,2.9404082772743405,74.98570323138966,1
A,2.0943095004819883,66.42129836133968,1
A,0.938028600850181,45.63518631221473,1
A,1.7956177536118345,61.08849998891492,1
A,2.5,68.31935428672668,1
A,2.821852114076545,71.83250704405704,1
A,1.3209033693549306,59.732461746826885,1
A,1.1,54.367115083479675,1
A,2.3696707308349727,65.54697833624532,1
A,2.522669866540598,72.79968553889785,1
A,0.5,34.22547890922776,1
A,1.9885049778689852,66.08429338198782,1
A,0.5,34.22,1
A,2.6912359642589307,70.97810402774785,1
A,2.7,70.3779181249853,1
A,2.1465648514741007,65.7388911553302,1
A,1.1817064077525807,50.292660490037264,1
A,0.6254030950534539,40.420698537892584,1
A,1.8,64.2714243138789,1
A,1.9329244230230525,64.38220706656006,1
A,2.651609137407385,68.57297131162179,1
A,0.9947764257642785,48.370487887598856,1
B,1.6,77.06229407690364,1
B,3.0,83.01019079973527,1
C,2.2043639014379224,76.78234734951258,1
C,1.0,69.88075155514876,1
C,2.9542381534992592,83.19156543527804,1
C,2.7909712043111132,82.3511281763014,1
C,1.1,62.44124008742901,1
C,0.6,60.60679663065535,1
C,1.2204835871336714,73.57165063472377,1
C,0.8082043257043446,66.86744550714577,1
C,1.6,65.90142210744966,1
C,2.5,82.3471546898053,1
C,2.9120179864049294,79.14887922044872,1
C,1.6,71.51685821000602,1
C,1.8,78.66662992095142,1
C,2.4,81.54637693046027,1
C,1.7178452710336432,78.71854650117527,1
C,0.8327766173686932,67.85983644117094,1
C,1.6,78.25537377775157,1
C,1.3945060523172885,66.59637561908507,1
C,0.8567571019188964,62.333742522564414,1
C,0.5,57.51401790854015,1
C,1.8,68.12378886820795,1
C,0.5,55.331459577039865,1
C,0.8945094159959333,53.01528129754693,1
C,0.5,55.134267518026206,1
C,1.597262355897213,77.42765394070074,1
C,0.9334516459455604,60.698199900723495,1
C,0.5,53.379687888713995,1
C,0.5,51.04111113651017,1
C,1.1612560868300774,73.81228314312625,1
C,2.184257513286916,75.90376621530548,1
C,0.6321291857385853,61.17339650363802,1
C,2.9,78.67372289232655,1
C,2.2898248514382242,80.7090900481461,1
C,1.0,70.7117752678684,1
C,1.0,64.64043693921481,1
C,3.0,83.66331894947977,1
C,0.8875790622530851,67.92229700431642,1
C,1.0,70.37048154910494,1
C,1.876693852981466,79.41926896906143,1
C,2.3578810013969282,74.78691154274752,1
C,3.0,84.39505856174367,1
C,2.7,81.82086295213011,1
C,0.5,41.49221315070997,1
C,0.9485177174304986,68.877216124852,1
C,2.5,82.20266247998501,1
C,0.8,66.0570811340788,1
C,1.0,71.68181413402608,1
C,1.8712233416723614,80.25940088619998,1
F,0.8,69.44546110976634,1
F,1.8,81.35155698420104,1
F,1.1,75.0463296755588,1
F,0.9192108055425452,71.499535480521,1
F,1.5642170579991643,79.82566988667648,1
F,0.5,61.053108264073295,1
F,0.8204285601683043,70.38886539207745,1
F,1.7597417053655593,81.01888015640401,1
F,0.5,57.59144808213509,1
F,1.3,76.7900415240806,1
F,0.6,64.32657187089673,1
F,2.5,83.91085560235199,1
F,2.804920486350619,84.51456290110343,1
F,2.040499718905441,82.46665384459662,1
F,1.9327168087782398,82.30026437848728,1
F,2.7,84.33990729453255,1
F,1.3,77.18751346042284,1
F,3.0,85.70283475666895,1
F,0.7813815771907596,67.7223083078262,1
F,0.8264967119972262,70.54671855705514,1
F,2.9,85.09188471288826,1
F,2.5,84.48527588374283,1
F,0.6262567469837724,65.25034028544768,1
F,0.8605266951521123,70.69388208704919,1
F,1.6975950984461499,80.68468983448706,1
F,0.5,60.31973685598013,1
F,2.2977094305020342,82.83839667868763,1
F,0.5,57.49348309288108,1
F,3.0,84.4400791885952,1
F,2.428814546227514,83.83127537337657,1
F,0.5,61.8771789168761,1
F,0.7485534431552349,68.21706712078193,1
F,2.212333449818584,83.32307027125471,1
F,0.5,53.5882493933498,1
F,2.2981015263663016,83.66303270064573,1
F,1.254211015777982,75.78875215144484,1
F,2.7,84.27803096690094,1
F,1.0619156171316066,73.99742102659489,1
F,2.6624895954293453,84.4064973671054,1
F,0.7203931294199043,66.7116011431188,1
F,3.0,83.81510197450181,1
F,1.228069860429587,76.76191870098975,1
F,2.5,84.38968259410419,1
F,0.8015309405971035,69.34908980366767,1
F,2.7,84.72148362430482,1
F,2.481190431750307,83.60244909100544,1
F,0.9340999883377428,71.01372197862116,1
F,2.4,83.63536347505696,1
F,2.767268743159916,84.9120914222423,1
F,0.5,61.07858652008431,1
F,1.6,80.13422299709468,1
F,0.8,68.7598495362601,1
I,0.8912818706839735,72.93322146460766,1
I,3.0,86.98837023435887,1
I,0.5,64.74619810314577,1
I,3.0,86.85860619659647,1
I,1.1425091520612596,76.90535792316132,1
I,3.0,87.03292767161746,1
I,3.0,87.1399628375768,1
I,3.0,87.20972111611059,1
I,3.0,87.20429764119979,1
I,1.342880044830975,79.82882857255501,1
I,3.0,86.82761976414061,1
I,2.6868946935750784,86.01847244595076,1
I,3.0,87.12351470840919,1
I,3.0,86.93121226732448,1
I,1.3,78.57064012489201,1
I,3.0,87.51503959057972,1
I,0.9496939392289153,73.06121199523871,1
I,0.5873321122192066,64.2234724420866,1
I,1.1694604829523991,77.43354612796641,1
I,2.223714941251125,84.98993703572269,1
I,0.8165845255463211,70.47462209931413,1
I,2.6580924573551536,86.11786295559267,1
I,0.8,71.19432109476436,1
I,0.5,60.35387769306603,1
I,1.6,82.11964636061883,1
I,0.8250992539844633,71.49790445466833,1
I,3.0,86.98334120302982,1
I,3.0,87.05123237242881,1
I,2.2850098035063824,85.0913809379136,1
I,3.0,87.17209874370916,1
I,0.5,63.826827188735294,1
I,2.596789310881082,86.19693992504456,1
I,3.0,87.18053103480338,1
I,2.262046805328804,84.97864235326952,1
I,3.0,86.84088412607505,1
I,1.1,77.6413844664379,1
I,3.0,87.23955268650876,1
I,1.3,79.16772707734297,1
I,1.8,82.72705573166155,1
I,2.6052657397148917,86.50200444147745,1
I,3.0,86.968183020071,1
I,0.659700580700416,67.03769353972672,1
I,2.5,85.98763293584858,1
I,3.0,86.8774698210073,1
I,0.5,64.31638123733961,1
I,2.8930192688665715,86.59311306375719,1
